SITE,SITE_CODE,BLOCK,PLOT,SUBPLOT,SPECIES,COVER,DATE,RESURVEY,SURVEY_ID,SEASON,NOTES
Bladen_Lakes,blad.us.dragnet,2,6,C,Litter,100,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,2,6,C,Overstory,0,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,2,6,C,Pinus_palustris,30,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,2,6,C,Pityopsis_aspera,16,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,2,6,C,Vaccinium_tenellum,12,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,2,7,C,Bare_ground,0,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,2,7,C,Gelsemium_sempervirens,58,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,2,7,C,Litter,100,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,2,7,C,Overstory,10,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,2,7,C,Vaccinium_tenellum,2,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,3,12,C,Bare_ground,0,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,3,12,C,Gelsemium_sempervirens,65,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,3,12,C,Litter,100,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,3,12,C,Overstory,0,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,3,12,C,Vaccinium_tenellum,3,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,3,14,C,Bare_ground,0,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,3,14,C,Gaylussacia_frondosa,20,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,3,14,C,Gelsemium_sempervirens,53,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,3,14,C,Litter,100,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,3,14,C,Overstory,0,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,3,14,C,Rhexia_alifanus,4,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,3,14,C,Vaccinium_tenellum,65,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,18,A,Andropogon_virginicus,4,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,18,A,Aristida_stricta,5,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,18,A,Bare_ground,0,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,18,A,Clethra_alnifolia,2,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,18,A,Dichanthelium_sabulorum_thinium,17,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,18,A,Gelsemium_sempervirens,39,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,18,A,Litter,100,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,18,A,Overstory,10,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,18,A,Vaccinium_tenellum,35,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,19,C,Bare_ground,0,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,19,C,Gelsemium_sempervirens,25,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,19,C,Litter,100,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,19,C,Lyonia_mariana,54,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,19,C,Overstory,0,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,4,19,C,Vaccinium_tenellum,50,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,5,21,A,Bare_ground,0,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,5,21,A,Dichanthelium_sabulorum_thinium,4,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,5,21,A,Gelsemium_sempervirens,44,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,5,21,A,Litter,100,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,5,21,A,Overstory,80,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,5,21,A,Vaccinium_tenellum,4,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,5,23,C,Bare_ground,0,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,5,23,C,Clethra_alnifolia,10,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,5,23,C,Gelsemium_sempervirens,38,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,5,23,C,Litter,100,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,5,23,C,Overstory,5,01/10/2023,2,Alyssa,,
Bladen_Lakes,blad.us.dragnet,5,23,C,Vaccinium_tenellum,59,01/10/2023,2,Alyssa,,
Chichaqua Bottoms,cbgb.us,1,1,D,BAPTISIA_ALBA,45,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,1,D,BROMUS_INERMIS,2,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,1,D,CHAMAECRISTA_FASCICULATA,1,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,1,D,COREOPSIS_TRIPTERIS,5,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,1,D,HELIANTHUS_PAUCIFLORUS,4,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,1,D,PHYSALIS_HETEROPHYLLA,2,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,1,D,POA_PRATENSIS,15,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,1,D,SCHIZACHYRIUM_SCOPARIUM,30,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,1,D,SOLIDAGO_GIGANTEA,3,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,1,D,SOLIDAGO_SPECIOSA,20,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,3,B,BROMUS_INERMIS,70,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,3,B,GALIUM_CONCINNUM,12,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,3,B,OENOTHERA_PARVIFLORA,8,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,3,B,SOLANUM_CAROLINENSE,5,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,3,B,SOLIDAGO_CANADENSIS,5,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,4,C,BROMUS_INERMIS,80,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,4,C,MIRABILIS_NYCTAGINEA,3,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,4,C,PHYSALIS_HETEROPHYLLA,3,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,6,C,BROMUS_INERMIS,20,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,6,C,MONARDA_FISTULOSA,2,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,6,C,OXALIS_STRICTA,3,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,6,C,PHYSALIS_HETEROPHYLLA,20,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,6,C,POA_PRATENSIS,25,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,6,C,SCHIZACHYRIUM_SCOPARIUM,15,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,7,C,BROMUS_INERMIS,2,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,7,D,CHAMAECRISTA_FASCICULATA,10,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,7,D,ECHINACEA_PALLIDA,4,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,7,D,OENOTHERA_PARVIFLORA,5,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,7,D,POA_PRATENSIS,8,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,7,D,SCHIZACHYRIUM_SCOPARIUM,55,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,7,D,SOLIDAGO_GIGANTEA,5,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,7,D,SOLIDAGO_SPECIOSA,60,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,8,C,BROMUS_INERMIS,85,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,8,C,MIRABILIS_NYCTAGINEA,5,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,8,C,PHYSALIS_HETEROPHYLLA,3,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,9,D,BROMUS_INERMIS,10,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,9,D,CHAMAECRISTA_FASCICULATA,3,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,9,D,COREOPSIS_TRIPTERIS,30,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,9,D,OENOTHERA_PARVIFLORA,5,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,9,D,POA_PRATENSIS,10,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,9,D,SCHIZACHYRIUM_SCOPARIUM,80,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,9,D,SOLIDAGO_GIGANTEA,5,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,9,D,SOLIDAGO_SPECIOSA,8,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,10,A,ANDROPOGON_GERARDII,3,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,10,A,ASCLEPIAS_SYRIACA,2,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,10,A,BROMUS_INERMIS,8,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,10,A,CHAMAECRISTA_FASCICULATA,5,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,10,A,COREOPSIS_TRIPTERIS,5,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,10,A,OENOTHERA_PARVIFLORA,5,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,10,A,POA_PRATENSIS,5,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,10,A,RUBUS_SPECIES,3,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,10,A,SCHIZACHYRIUM_SCOPARIUM,40,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,10,A,SOLIDAGO_SPECIOSA,35,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,11,C,BROMUS_INERMIS,55,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,11,C,OENOTHERA_PARVIFLORA,65,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,11,C,POA_PRATENSIS,8,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,11,C,SCHIZACHYRIUM_SCOPARIUM,5,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,11,C,SOLIDAGO_SPECIOSA,8,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,12,B,BROMUS_INERMIS,20,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,12,B,CHAMAECRISTA_FASCICULATA,25,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,12,B,COREOPSIS_TRIPTERIS,3,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,12,B,ECHINACEA_PALLIDA,4,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,12,B,LESPEDEZA_CAPITATA,3,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,12,B,MELILOTUS_SPECIES,3,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,12,B,SCEPTRIDIUM_OBLIQUUM,2,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,12,B,SCHIZACHYRIUM_SCOPARIUM,15,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,12,B,SOLIDAGO_SPECIOSA,75,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,1,12,B,UNKNOWN_FORB,3,02/09/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,13,A,ACHILLEA_MILLEFOLIUM,5,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,13,A,ANDROPOGON_GERARDII,18,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,13,A,MONARDA_FISTULOSA,20,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,13,A,RATIBIDA_PINNATA,15,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,13,A,SCHIZACHYRIUM_SCOPARIUM,30,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,13,A,SOLIDAGO_CANADENSIS,5,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,13,A,SOLIDAGO_RIGIDA,5,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,13,A,SORGHASTRUM_NUTANS,3,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,14,C,ANDROPOGON_GERARDII,5,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,14,C,MONARDA_FISTULOSA,100,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,14,C,PHYSALIS_HETEROPHYLLA,3,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,14,C,RUMEX_CRISPUS,3,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,14,C,SOLIDAGO_CANADENSIS,10,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,15,B,MONARDA_FISTULOSA,100,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,15,B,OENOTHERA_PARVIFLORA,2,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,15,B,PHYSALIS_HETEROPHYLLA,4,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,16,C,ACHILLEA_MILLEFOLIUM,3,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,16,C,BROMUS_INERMIS,10,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,16,C,GAURA_BIENNIS,5,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,16,C,MONARDA_FISTULOSA,65,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,16,C,MUHLENBERGIA_RACEMOSA,3,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,16,C,OENOTHERA_PARVIFLORA,10,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,16,C,PHYSALIS_HETEROPHYLLA,5,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,16,C,RHAMNUS_CATHARTICA,1,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,16,C,SCHIZACHYRIUM_SCOPARIUM,5,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,18,C,ACHILLEA_MILLEFOLIUM,5,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,18,C,MELILOTUS_OFFICINALIS,2,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,18,C,MONARDA_FISTULOSA,30,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,18,C,RATIBIDA_PINNATA,40,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,18,C,SCHIZACHYRIUM_SCOPARIUM,35,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,18,C,SOLIDAGO_RIGIDA,10,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,18,C,SORGHASTRUM_NUTANS,12,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,18,C,TRIFOLIUM_PRATENSE,3,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,19,A,GAURA_BIENNIS,8,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,19,A,HELIANTHUS_GROSSESERRATUS,3,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,19,A,MONARDA_FISTULOSA,100,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,19,A,RUMEX_CRISPUS,4,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,19,A,SOLIDAGO_CANADENSIS,3,26/08/2023,1,Lori_Biederman,,
Chichaqua Bottoms,cbgb.us,2,20,C,ANDROPOGON_GERARDII,65,26/08/2023,1,Lori_Biederman,,
